geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS21425,IQ,4819.030547,2785.255178,7869.693601,1.316987445,1.497059584,0.526594791,2.842906176,0.004470423,0.013671643,"COG0236@1|root,COG0236@2|Bacteria,2IQ43@201174|Actinobacteria,4F4VB@85017|Promicromonosporaceae",Carrier of the growing fatty acid chain in fatty acid biosynthesis,,acpP,"GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006633,GO:0006637,GO:0006643,GO:0006644,GO:0006664,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009150,GO:0009245,GO:0009247,GO:0009259,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016053,GO:0019637,GO:0019693,GO:0019752,GO:0019842,GO:0030312,GO:0031177,GO:0032787,GO:0033218,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046483,GO:0046493,GO:0048037,GO:0051186,GO:0051192,GO:0055086,GO:0071704,GO:0071944,GO:0072330,GO:0072341,GO:0072521,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901360,GO:1901564,GO:1901576,GO:1903509",-,ko:K02078,-,-,-,-,"ko00000,ko00001",-,-,-,PP-binding
J2S48_RS19860,H,764.4505327,504.3950221,1154.533799,1.081689252,1.199679561,0.423974909,2.829600376,0.004660618,0.0142024,"COG0611@1|root,COG0611@2|Bacteria,2GP6E@201174|Actinobacteria,4F3R3@85017|Promicromonosporaceae","Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1",,thiL,"GO:0008150,GO:0040007",2.7.4.16,ko:K00946,"ko00730,ko01100,map00730,map01100",M00127,R00617,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv2977c,"AIRS,AIRS_C"
J2S48_RS04495,K,1426.453197,843.7606262,2300.492053,1.275275777,1.452713758,0.515612576,2.817452147,0.004840633,0.014690777,"COG1309@1|root,COG1309@2|Bacteria,2I8DN@201174|Actinobacteria,4F50Q@85017|Promicromonosporaceae","BetI-type transcriptional repressor, C-terminal",,-,-,-,-,-,-,-,-,-,-,-,-,"TetR_C_6,TetR_N"
J2S48_RS19445,S,2719.674837,1851.759653,4021.547612,1.013442599,1.119676268,0.399695479,2.801323322,0.00508935,0.015368146,"COG3428@1|root,COG3428@2|Bacteria,2IA1C@201174|Actinobacteria,4F4KV@85017|Promicromonosporaceae",Bacterial PH domain,,-,-,-,-,-,-,-,-,-,-,-,-,bPH_2
J2S48_RS21980,S,37344.8514,23372.48819,58303.39622,1.175824335,1.318653111,0.470760713,2.801111214,0.005092696,0.015368146,"COG0316@1|root,COG0316@2|Bacteria,2IHR0@201174|Actinobacteria,4F4KT@85017|Promicromonosporaceae",Iron-sulphur cluster biosynthesis,,iscA,"GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0016226,GO:0019538,GO:0022607,GO:0031163,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0048037,GO:0051186,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0071704,GO:0071840,GO:0071944,GO:1901564",-,ko:K13628,-,-,-,-,"ko00000,ko03016",-,-,-,Fe-S_biosyn
J2S48_RS01950,S,231.7034949,139.4235938,370.1233465,1.242635714,1.415924775,0.507359503,2.790772158,0.005258247,0.01580763,"COG3012@1|root,COG3012@2|Bacteria,2IQEM@201174|Actinobacteria,4F4MN@85017|Promicromonosporaceae",SEC-C motif,,ychJ,-,-,ko:K09858,-,-,-,-,ko00000,-,-,-,SEC-C
J2S48_RS14220,K,16033.33479,9126.90115,26392.98526,1.329976067,1.532128071,0.550795365,2.781664786,0.005408087,0.016134441,"COG1595@1|root,COG1595@2|Bacteria,2I0U3@201174|Actinobacteria,4F5Y4@85017|Promicromonosporaceae","DNA-templated transcription, initiation",,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS04615,E,23.43993124,1.062703067,57.00577351,3.777422738,5.377226532,1.938188236,2.774357223,0.005531091,0.016443913,"COG0346@1|root,COG0346@2|Bacteria,2IKP7@201174|Actinobacteria,4E5W8@85010|Pseudonocardiales",Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,,-,-,-,-,-,-,-,-,-,-,-,-,Glyoxalase
J2S48_RS15225,,34.74822565,5.008780387,79.35739354,2.872027764,3.962847023,1.428292695,2.774534266,0.005528081,0.016443913,,,,,,,,,,,,,,,,
J2S48_RS11540,G,273.8936916,156.9662717,449.2848215,1.306833656,1.505708239,0.543806425,2.768831277,0.005625776,0.016696325,"COG1653@1|root,COG1653@2|Bacteria,2GK12@201174|Actinobacteria,4F46F@85017|Promicromonosporaceae",PFAM extracellular solute-binding protein family 1,,-,-,-,ko:K02027,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,"SBP_bac_1,SBP_bac_8"
J2S48_RS13730,G,3070.823727,1641.684207,5214.533006,1.422913455,1.664954119,0.603424116,2.759177294,0.005794709,0.017108426,"COG0395@1|root,COG0395@2|Bacteria,2GJ5X@201174|Actinobacteria,4F5FC@85017|Promicromonosporaceae",Binding-protein-dependent transport system inner membrane component,,-,-,-,"ko:K02026,ko:K10119","ko02010,map02010","M00196,M00207",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1,3.A.1.1.28",-,-,BPD_transp_1
J2S48_RS23890,Q,418.3976811,138.2475867,838.6228227,2.023277931,2.583817216,0.944128467,2.736722073,0.00620547,0.018158287,"COG2132@1|root,COG2132@2|Bacteria,2I0J6@201174|Actinobacteria,4F3M4@85017|Promicromonosporaceae",Multicopper oxidase,,-,-,-,-,-,-,-,-,-,-,-,-,"Cu-oxidase_2,Cu-oxidase_3"
J2S48_RS05295,K,1655.453157,946.3657918,2719.084204,1.31036131,1.519297039,0.556184768,2.731640863,0.006301979,0.01838822,"COG0347@1|root,COG0347@2|Bacteria,2IKN1@201174|Actinobacteria,4F4NB@85017|Promicromonosporaceae",Nitrogen regulatory protein P-II,,glnB,"GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0008150,GO:0016020,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043531,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0044464,GO:0051704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K04751,"ko02020,map02020",-,-,-,"ko00000,ko00001",-,-,-,P-II
J2S48_RS17610,EG,22.87148964,1.097345219,55.53270627,3.633633533,5.409838686,1.985853441,2.724188289,0.006445975,0.018723499,"COG0697@1|root,COG0697@2|Bacteria,2GNSA@201174|Actinobacteria,4F5G4@85017|Promicromonosporaceae",EamA-like transporter family,,-,-,-,-,-,-,-,-,-,-,-,-,EamA
J2S48_RS08285,S,2540.009897,1727.315059,3759.052154,1.011703139,1.120797046,0.412582703,2.716539105,0.00659684,0.019086844,"2DPEU@1|root,331SS@2|Bacteria,2GJT8@201174|Actinobacteria",Golgi phosphoprotein 3 (GPP34),,-,-,-,-,-,-,-,-,-,-,-,-,GPP34
J2S48_RS25890,KLT,303.8200893,185.797129,480.8545298,1.197362483,1.365389705,0.502641329,2.716429441,0.006599026,0.019086844,"COG0515@1|root,COG0515@2|Bacteria,2GK85@201174|Actinobacteria",serine threonine protein kinase,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS12940,,675.0804733,457.0146502,1002.179208,1.015597962,1.125637999,0.415229818,2.710879492,0.006710501,0.019388929,,,,,,,,,,,,,,,,
J2S48_RS04345,G,364.7252937,153.3561706,681.7789784,1.730069392,2.147514396,0.796714765,2.695462027,0.007029109,0.020159957,"COG3469@1|root,COG3469@2|Bacteria,2GJH0@201174|Actinobacteria",Belongs to the glycosyl hydrolase 18 family,,-,-,-,-,-,-,-,-,-,-,-,-,"CBM_4_9,Glyco_hydro_18"
J2S48_RS07440,S,353.1142252,133.7229866,682.2010832,1.859704617,2.353857093,0.873467746,2.694841456,0.007042213,0.020175633,"2CAFG@1|root,32RRB@2|Bacteria,2IQ98@201174|Actinobacteria,4F4VP@85017|Promicromonosporaceae",Protein of unknown function (DUF3039),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3039
J2S48_RS19120,S,668.9828957,455.7616466,988.8147695,1.005484332,1.114660317,0.41400197,2.692403413,0.007093908,0.020277645,"COG4405@1|root,COG4405@2|Bacteria,2IKQP@201174|Actinobacteria,4F4M3@85017|Promicromonosporaceae",ASCH,,-,-,-,-,-,-,-,-,-,-,-,-,ASCH
J2S48_RS04850,I,1337.816939,626.2842432,2405.115983,1.592951018,1.93756977,0.722469545,2.681870513,0.007321179,0.02084002,"COG0558@1|root,COG0558@2|Bacteria,2GK5D@201174|Actinobacteria,4F4DA@85017|Promicromonosporaceae",CDP-alcohol phosphatidyltransferase,,pgsA,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0030312,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0071944,GO:0090407,GO:1901576","2.7.8.41,2.7.8.5","ko:K00995,ko:K08744","ko00564,ko01100,map00564,map01100",-,"R01801,R02030","RC00002,RC00017,RC02795","ko00000,ko00001,ko01000",-,-,-,CDP-OH_P_transf
J2S48_RS22295,S,1521.391154,949.8278191,2378.736156,1.165784647,1.328383555,0.496734334,2.674233415,0.00749003,0.021285156,"2E1T6@1|root,32X32@2|Bacteria,2IR1W@201174|Actinobacteria,4F4VK@85017|Promicromonosporaceae",Domain of unknown function (DUF4430),,-,-,-,-,-,-,-,-,-,-,-,-,DUF4430
J2S48_RS20980,F,1187.868863,807.5736158,1758.311734,1.011882502,1.127290932,0.424690678,2.654381156,0.007945402,0.022448392,"COG0232@1|root,COG0232@2|Bacteria,2GJ8F@201174|Actinobacteria,4F3ER@85017|Promicromonosporaceae",Belongs to the dGTPase family. Type 2 subfamily,,dgt,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008832,GO:0009056,GO:0009058,GO:0009117,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009151,GO:0009155,GO:0009166,GO:0009200,GO:0009204,GO:0009215,GO:0009217,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016020,GO:0016787,GO:0016788,GO:0016793,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046070,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576",3.1.5.1,ko:K01129,"ko00230,map00230",-,R01856,RC00017,"ko00000,ko00001,ko01000",-,-,-,"HD,HD_assoc"
J2S48_RS12645,E,614.7736658,405.0825566,929.3103297,1.061867389,1.193730969,0.450569621,2.649381834,0.008063917,0.022745576,"COG0520@1|root,COG0520@2|Bacteria,2GMIC@201174|Actinobacteria,4F483@85017|Promicromonosporaceae",Aminotransferase class-V,,-,-,-,-,-,-,-,-,-,-,-,-,Aminotran_5
J2S48_RS18260,P,846.4542606,483.6731948,1390.625859,1.295864571,1.516349465,0.573621042,2.643469041,0.008206127,0.023070438,"COG1226@1|root,COG4651@1|root,COG1226@2|Bacteria,COG4651@2|Bacteria,2I8V5@201174|Actinobacteria,4F5AA@85017|Promicromonosporaceae",Sodium/hydrogen exchanger family,,kefB,-,-,-,-,-,-,-,-,-,-,-,"Na_H_Exchanger,TrkA_N"
J2S48_RS18875,Q,178.6217589,26.60711669,406.6437221,2.701168264,4.010252838,1.518857863,2.640308179,0.008283067,0.023267578,"COG2124@1|root,COG2124@2|Bacteria,2GJKV@201174|Actinobacteria",Belongs to the cytochrome P450 family,,-,-,-,-,-,-,-,-,-,-,-,-,p450
J2S48_RS04475,EP,45.14333781,5.773454189,104.1981632,2.738024264,4.425819082,1.687518415,2.622678984,0.008724143,0.024326389,"COG0601@1|root,COG0601@2|Bacteria,2GM72@201174|Actinobacteria,4F3N0@85017|Promicromonosporaceae",Binding-protein-dependent transport system inner membrane component,,-,-,-,ko:K02033,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
J2S48_RS17855,K,782.8000715,520.9912325,1175.51333,1.035776046,1.165141388,0.448985872,2.595051336,0.009457679,0.026094631,"2DMIE@1|root,32RSG@2|Bacteria,2IQCG@201174|Actinobacteria,4F4R6@85017|Promicromonosporaceae",Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,,whiB,"GO:0000302,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0006355,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0010035,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015035,GO:0015036,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042221,GO:0042493,GO:0045892,GO:0045934,GO:0047134,GO:0048037,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0060255,GO:0065007,GO:0071731,GO:0080090,GO:0097159,GO:0097366,GO:1901363,GO:1901698,GO:1901700,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,ko:K18955,-,-,-,-,"ko00000,ko03000",-,-,-,Whib
J2S48_RS07260,C,1193.453404,812.1442483,1765.417138,1.005635713,1.126107163,0.437078616,2.576440764,0.009982331,0.027398987,"COG1526@1|root,COG1526@2|Bacteria,2GKWC@201174|Actinobacteria,4EGK7@85012|Streptosporangiales",Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH,,fdhD,-,-,ko:K02379,-,-,-,-,ko00000,-,-,-,FdhD-NarQ
J2S48_RS15035,F,662.761244,448.1164207,984.7284791,1.006704297,1.130283413,0.439702203,2.570565724,0.010153256,0.027833785,"COG0717@1|root,COG0717@2|Bacteria,2GKQQ@201174|Actinobacteria,4F3FX@85017|Promicromonosporaceae",2'-deoxycytidine 5'-triphosphate deaminase (DCD),,dcd,"GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429",3.5.4.13,ko:K01494,"ko00240,ko01100,map00240,map01100",M00053,"R00568,R02325",RC00074,"ko00000,ko00001,ko00002,ko01000",-,-,-,DCD
J2S48_RS13865,S,6961.041952,4294.625477,10960.66666,1.174569106,1.35252815,0.526307792,2.569842534,0.010174475,0.027869569,"2DM0Y@1|root,318KY@2|Bacteria,2IMIX@201174|Actinobacteria,4F4NJ@85017|Promicromonosporaceae",Domain of unknown function (DUF1992),,-,-,-,-,-,-,-,-,-,-,-,-,DUF1992
J2S48_RS26535,K,750.3361997,476.7467801,1160.720329,1.128539675,1.294930291,0.504042011,2.569091988,0.010196539,0.027907607,"COG1609@1|root,COG1609@2|Bacteria,2GJRG@201174|Actinobacteria",Periplasmic binding protein LacI transcriptional regulator,,-,-,-,ko:K02529,-,-,-,-,"ko00000,ko03000",-,-,-,"LacI,Peripla_BP_3"
J2S48_RS11730,G,57.76734364,12.99493186,124.9259613,2.267705011,3.173929049,1.2368426,2.566154375,0.010283305,0.028122532,"COG1172@1|root,COG1172@2|Bacteria,2GM2F@201174|Actinobacteria,4F5C5@85017|Promicromonosporaceae",Branched-chain amino acid transport system / permease component,,rhaQ,-,-,ko:K10561,"ko02010,map02010",M00220,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.2.9,-,-,BPD_transp_2
J2S48_RS04755,J,820.7050821,547.8127821,1230.043532,1.03852607,1.17567795,0.460311122,2.554094165,0.010646446,0.028907176,"COG2813@1|root,COG2813@2|Bacteria,2IFG7@201174|Actinobacteria,4F43C@85017|Promicromonosporaceae",Putative methyltransferase,,rsmC,-,2.1.1.172,ko:K00564,-,-,R07234,RC00003,"ko00000,ko01000,ko03009",-,-,-,MTS
J2S48_RS10085,O,83330.65089,48851.76193,135048.9843,1.246240594,1.466935722,0.577300403,2.541026671,0.011052749,0.029938914,"COG0234@1|root,COG0234@2|Bacteria,2IKTH@201174|Actinobacteria,4F4MF@85017|Promicromonosporaceae",Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,,groS,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10
J2S48_RS01450,K,823.4517193,486.5120153,1328.861275,1.233599618,1.455963398,0.574766006,2.533141108,0.011304544,0.030475835,"COG0640@1|root,COG0640@2|Bacteria,2IKUI@201174|Actinobacteria,4F5YF@85017|Promicromonosporaceae","helix_turn_helix, Arsenical Resistance Operon Repressor",,-,-,-,-,-,-,-,-,-,-,-,-,HTH_5
J2S48_RS11180,G,440.6859945,259.9679646,711.7630394,1.2252165,1.440243981,0.56884417,2.531877898,0.011345349,0.030513535,"COG0395@1|root,COG0395@2|Bacteria,2GJPZ@201174|Actinobacteria",Binding-protein-dependent transport systems inner membrane component,,-,-,-,ko:K02026,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,BPD_transp_1
J2S48_RS26370,,98.27469809,38.95260237,187.2578417,1.732548912,2.270038948,0.901254539,2.518754523,0.011777073,0.031550354,,,,,,,,,,,,,,,,
J2S48_RS12560,G,459.7757876,291.3703193,712.3839902,1.109097917,1.282197719,0.512231661,2.503159834,0.012308994,0.032616923,"COG2273@1|root,COG2273@2|Bacteria,2GJQP@201174|Actinobacteria,4DQHG@85009|Propionibacteriales",Glycosyl hydrolases family 16,,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_16,RicinB_lectin_2,Ricin_B_lectin"
J2S48_RS05300,P,3948.385294,2208.596236,6558.06888,1.304271547,1.568609588,0.63294644,2.478265916,0.013202271,0.034607796,"COG0004@1|root,COG0004@2|Bacteria,2GIZK@201174|Actinobacteria,4F1S2@85016|Cellulomonadaceae",Ammonium Transporter Family,,amt,-,-,ko:K03320,-,-,-,-,"ko00000,ko02000",1.A.11,-,-,Ammonium_transp
J2S48_RS11440,,50.68268061,14.55068411,104.8806754,2.014317682,2.947683746,1.19905694,2.458335085,0.013958287,0.036200329,,,,,,,,,,,,,,,,
J2S48_RS12140,S,379.7723063,143.8744941,733.6190246,1.734143842,2.334573226,0.960349292,2.430962614,0.015058768,0.038701488,"2DQMW@1|root,337PH@2|Bacteria",Interferon-induced transmembrane protein,,-,-,-,-,-,-,-,-,-,-,-,-,CD225
J2S48_RS21975,,173.7648676,101.6264982,281.9724215,1.226295015,1.479760337,0.615318287,2.404869752,0.016178231,0.041053012,,,,,,,,,,,,,,,,
J2S48_RS04150,E,452.5477956,231.0023689,784.8659357,1.405312085,1.77205544,0.737344781,2.40329285,0.01624817,0.041199854,"COG1364@1|root,COG1364@2|Bacteria,2GIW0@201174|Actinobacteria,4F3HY@85017|Promicromonosporaceae","Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",,argJ,"GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","2.3.1.1,2.3.1.35",ko:K00620,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",M00028,"R00259,R02282","RC00004,RC00064","ko00000,ko00001,ko00002,ko01000",-,-,-,ArgJ
J2S48_RS08425,-,451.1603271,174.9675002,865.4495674,1.697072112,2.307354734,0.961446419,2.399878649,0.016400508,0.041462914,"2DQB0@1|root,335QU@2|Bacteria,2IJR1@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS25060,K,822.5970106,534.0016411,1255.490065,1.065741873,1.240254707,0.519108496,2.389201327,0.016885047,0.04253038,"COG1481@1|root,COG1481@2|Bacteria,2GJZU@201174|Actinobacteria,4F3AJ@85017|Promicromonosporaceae",May be required for sporulation,,whiA,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0043937,GO:0044464,GO:0050789,GO:0050793,GO:0065007,GO:0071944",-,ko:K09762,-,-,-,-,ko00000,-,-,-,"HTH_WhiA,LAGLIDADG_WhiA,WhiA_N"
J2S48_RS06095,H,628.7788736,395.2832425,979.0223203,1.115006278,1.312936524,0.550592379,2.384588989,0.017098212,0.042972163,"COG0452@1|root,COG0452@2|Bacteria,2GP82@201174|Actinobacteria",Flavoprotein,,-,-,-,-,-,-,-,-,-,-,-,-,Flavoprotein
J2S48_RS04275,,13.36298695,1.916956677,30.53203236,2.036242227,4.335064532,1.820825899,2.380823194,0.017274001,0.043286464,,,,,,,,,,,,,,,,
J2S48_RS14395,-,546.0507617,342.8153556,850.9038709,1.111831256,1.309084648,0.55027918,2.378946352,0.017362203,0.043411866,"2A0JU@1|root,30NQ1@2|Bacteria,2I0U6@201174|Actinobacteria,4F5YR@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS24140,,1317.703801,823.8575278,2058.473211,1.123566846,1.326514632,0.557815678,2.378051896,0.017404376,0.043453647,,,,,,,,,,,,,,,,
J2S48_RS22330,G,48.48273533,5.141996683,113.4938433,1.659910344,4.719608376,1.985616194,2.376898612,0.017458886,0.043557879,"COG1652@1|root,COG2273@1|root,COG1652@2|Bacteria,COG2273@2|Bacteria,2GKFN@201174|Actinobacteria",alpha beta,,-,-,-,-,-,-,-,-,-,-,-,-,"CBM_6,F5_F8_type_C,LysM,Malectin"
J2S48_RS08020,S,268.6782398,164.1726904,425.4365639,1.155559855,1.3816984,0.584082846,2.365586337,0.018001545,0.044748197,"2E39N@1|root,32Y97@2|Bacteria,2GQFF@201174|Actinobacteria,4F1JY@85016|Cellulomonadaceae",Protein of unknown function (DUF3117),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3117
J2S48_RS19815,QT,107.1617418,22.17716298,234.6386101,2.092866401,3.435263006,1.457155281,2.357513335,0.018397794,0.045600343,"COG2508@1|root,COG2508@2|Bacteria,2HKDB@201174|Actinobacteria,4G86N@85025|Nocardiaceae",PucR C-terminal helix-turn-helix domain,,-,-,-,-,-,-,-,-,-,-,-,-,HTH_30
J2S48_RS02685,T,352.4977506,229.4070766,537.1337616,1.049353294,1.224898077,0.521899174,2.347001372,0.018925185,0.046771656,"COG1734@1|root,COG1734@2|Bacteria,2GJBE@201174|Actinobacteria,4F51V@85017|Promicromonosporaceae",Prokaryotic dksA/traR C4-type zinc finger,,-,-,-,-,-,-,-,-,-,-,-,-,zf-dskA_traR
J2S48_RS11725,G,187.0336365,107.2244712,306.7473846,1.225392387,1.494707687,0.637129875,2.34600157,0.018976028,0.046829488,"COG1879@1|root,COG1879@2|Bacteria,2I43Z@201174|Actinobacteria,4F5EN@85017|Promicromonosporaceae",Periplasmic binding protein domain,,rhaS,-,-,"ko:K02058,ko:K10559","ko02010,map02010","M00220,M00221",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2,3.A.1.2.9",-,-,Peripla_BP_4
J2S48_RS06440,EP,210.5792415,131.7380362,328.8410493,1.102764332,1.305143636,0.556854549,2.343778348,0.019089512,0.04704152,"COG0601@1|root,COG0601@2|Bacteria,2GM72@201174|Actinobacteria",PFAM binding-protein-dependent transport systems inner membrane component,,-,-,-,ko:K02033,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
J2S48_RS07655,C,54.05281944,10.57302829,119.2725062,2.080076618,3.423539378,1.473943974,2.322706588,0.02019492,0.049444234,"COG0584@1|root,COG4222@1|root,COG0584@2|Bacteria,COG4222@2|Bacteria,2GM8K@201174|Actinobacteria,4F5FI@85017|Promicromonosporaceae",Esterase-like activity of phytase,,-,-,3.1.4.46,ko:K01126,"ko00564,map00564",-,"R01030,R01470","RC00017,RC00425","ko00000,ko00001,ko01000",-,-,-,"GDPD,Phytase-like"
